ItemAnonimo,MesesObservados,MesesConDemandaPositiva,ProporcionCeros,DemandaMediaPositiva,VarianzaDemandaPositiva,ADI,CV2,Clasificacion,Elegible,MotivoNoElegibilidad,CostoTotalUSD
ITEM_1577,1,1,0.9833,8.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",391.18
ITEM_1578,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",781.33
ITEM_1579,2,2,0.9667,3.0,8.0,2.0,0.8889,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",468.72
ITEM_1580,3,3,0.95,6.6667,21.3333,9.5,0.48,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",645.58
ITEM_1582,3,3,0.95,6.3333,12.3333,7.5,0.3075,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",737.77
ITEM_1583,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",387.42
ITEM_1584,9,9,0.85,8.4444,9.7778,5.125,0.1371,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",2207.16
ITEM_1585,4,4,0.9333,13.0,76.0,6.3333,0.4497,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",878.08
ITEM_1586,2,2,0.9667,2.5,4.5,10.0,0.72,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",501.46
ITEM_1589,2,2,0.9667,31.0,32.0,6.0,0.0333,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",682.0
ITEM_1590,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",384.85
ITEM_1591,3,3,0.95,24.0,0.0,3.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",934.63
ITEM_1592,1,1,0.9833,12.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",384.0
ITEM_1593,1,1,0.9833,8.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",384.0
ITEM_1594,1,1,0.9833,320.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",384.0
ITEM_1595,1,1,0.9833,120.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",382.5
ITEM_1596,1,1,0.9833,10.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",381.92
ITEM_1598,8,8,0.8667,10.875,44.125,5.7143,0.3731,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",1120.86
ITEM_1599,16,16,0.7333,15.875,61.5833,3.3333,0.2444,Intermitente,True,,3174.57
ITEM_1600,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",380.0
ITEM_1601,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",380.0
ITEM_1603,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",380.0
ITEM_1604,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",380.0
ITEM_1605,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",379.65
ITEM_1606,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",378.88
ITEM_1607,10,10,0.8333,11.6,65.6,4.7778,0.4875,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",2667.07
ITEM_1608,7,7,0.8833,137.2857,3644.9048,6.5,0.1934,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",1896.14
ITEM_1610,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",376.35
ITEM_1611,4,4,0.9333,78.25,8610.25,3.0,1.4062,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",589.19
ITEM_1612,1,1,0.9833,20.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",376.0
ITEM_1613,2,2,0.9667,6.0,0.0,6.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",424.77
ITEM_1614,1,1,0.9833,30.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",375.08
ITEM_1615,13,13,0.7833,4.0769,3.0769,3.9167,0.1851,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",1103.05
ITEM_1616,1,1,0.9833,250.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",375.0
ITEM_1617,1,1,0.9833,250.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",375.0
ITEM_1618,1,1,0.9833,30.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",375.0
ITEM_1620,1,1,0.9833,70.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",374.5
ITEM_1621,1,1,0.9833,8.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",373.62
ITEM_1622,3,3,0.95,14.0,0.0,3.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",615.84
ITEM_1624,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",371.72
ITEM_1625,1,1,0.9833,6.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",371.4
ITEM_1628,11,11,0.8167,15.3636,150.4545,4.3,0.6374,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",1925.36
ITEM_1629,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",370.28
ITEM_1631,1,1,0.9833,20.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",368.55
ITEM_1632,1,1,0.9833,201.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",1105.5
ITEM_1634,1,1,0.9833,100.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",368.0
ITEM_1635,6,6,0.9,1.5,0.3,4.8,0.1333,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",1487.07
ITEM_1636,6,6,0.9,1.6667,0.2667,4.8,0.096,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",1548.91
ITEM_1637,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",367.2
ITEM_1638,1,1,0.9833,20.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",365.96
ITEM_1640,2,2,0.9667,1.0,0.0,5.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",412.45
ITEM_1643,1,1,0.9833,6.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",363.67
ITEM_1644,1,1,0.9833,5.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",362.43
ITEM_1646,1,1,0.9833,3.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",361.88
ITEM_1647,6,6,0.9,29.6667,1219.8667,7.0,1.386,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",648.5
ITEM_1648,7,7,0.8833,34.8571,1111.8095,6.0,0.9151,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",932.72
ITEM_1649,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",360.49
ITEM_1650,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",360.39
ITEM_1651,8,8,0.8667,33.5,780.2857,8.1429,0.6953,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",1097.18
ITEM_1653,2,2,0.9667,2.0,0.0,4.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",676.0
ITEM_1654,1,1,0.9833,200.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",359.78
ITEM_1655,1,1,0.9833,15.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",359.47
ITEM_1656,1,1,0.9833,10.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",358.49
ITEM_1657,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",358.47
ITEM_1658,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",358.47
ITEM_1659,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",358.42
ITEM_1660,3,3,0.95,10.0,36.0,9.0,0.36,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",1067.78
ITEM_1661,3,3,0.95,6.6667,41.3333,2.0,0.93,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",431.5
ITEM_1663,1,1,0.9833,5.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",357.78
ITEM_1664,3,3,0.95,5.6667,52.3333,10.0,1.6298,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",414.52
ITEM_1665,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",663.31
ITEM_1667,2,2,0.9667,1.0,0.0,9.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",531.32
ITEM_1668,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",355.25
ITEM_1669,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",355.12
